segurado_id;idade;renda_mensal;estado;tipo_seguro;data_contratacao;canal_aquisicao;score_risco;tem_dependentes
2975;34;2000,0;SP;Vida;2024-09-04;Site;3,9;True
2976;19;9616,29;PR;Auto;2024-10-19;App;3,1;False
2977;51;9785,14;SP;Vida;2024-11-12;Indicação;1,5;True
2978;18;2785,63;MG;Vida;2024-11-09;App;3,0;True
2979;45;6460,77;SC;Vida;2024-09-24;Site;1,0;True
2980;64;2109,53;PR;Ambos;2024-02-10;Site;1,6;True
2981;36;2000,0;PE;Ambos;2024-01-28;Indicação;3,3;True
2982;29;3141,6;SP;Vida;2024-10-18;Redes Sociais;1,1;True
2983;45;4308,58;RJ;Vida;2024-04-03;Redes Sociais;1,4;True
2984;50;10414,76;RJ;Vida;2024-02-11;Indicação;3,6;True
2985;39;6954,79;SP;Vida;2024-06-30;App;3,7;False
2986;63;7083,21;SC;Auto;2024-02-07;Indicação;3,4;False
2987;20;3261,38;RS;Auto;2024-12-06;App;2,9;True
2988;38;4577,88;MG;Vida;2024-04-12;Site;2,9;True
2989;46;3460,1;RJ;Auto;2024-11-22;Redes Sociais;4,5;True
2990;53;2814,44;GO;Vida;2024-03-09;Indicação;2,8;True
2991;26;4378,28;SP;Auto;2024-07-04;Site;2,4;True
2992;49;6989,46;SP;Auto;2024-03-19;App;5,0;True
2993;39;4443,3;CE;Auto;2024-02-17;Indicação;5,0;False
2994;34;5289,87;SP;Ambos;2024-09-03;Site;1,6;True
2995;24;10790,7;SC;Ambos;2024-05-25;Site;4,0;True
2996;53;4672,6;PR;Auto;2024-04-24;Site;2,6;True
2997;25;2607,7;GO;Auto;2024-01-12;App;4,1;False
2998;32;9842,03;SP;Vida;2024-09-12;App;1,3;True
2999;31;7991,19;DF;Ambos;2024-10-09;App;3,1;True
3000;54;8350,37;SP;Auto;2024-07-24;Indicação;2,7;True
3001;44;10281,35;SP;Auto;2024-04-30;App;2,5;False
3002;49;9133,0;SP;Vida;2024-11-28;Site;3,5;True
3003;30;6769,01;SP;Auto;2024-06-12;App;2,4;True
3004;42;35384,07;CE;Ambos;2024-04-26;App;4,1;True
3005;40;2698,69;PR;Vida;2024-01-09;Site;3,0;False
3006;51;4400,65;MG;Auto;2024-03-16;App;4,1;True
3007;56;13057,71;SP;Vida;2024-12-10;Indicação;3,8;False
3008;18;7330,58;MG;Auto;2024-02-19;Indicação;4,7;True
3009;44;11277,29;SP;Vida;2024-01-22;Indicação;1,4;True
3010;20;7471,34;SP;Auto;2024-09-17;Redes Sociais;1,2;True
3011;39;17358,53;MG;Auto;2024-01-15;Site;2,7;False
3012;31;3277,19;SC;Vida;2024-12-28;App;3,8;False
3013;31;16978,82;RJ;Vida;2024-03-17;App;3,8;False
3014;33;15058,49;RJ;Vida;2024-09-27;Indicação;4,0;True
3015;42;2843,52;RS;Auto;2024-08-04;App;2,5;True
3016;32;10316,15;SP;Ambos;2024-08-13;Site;2,7;False
3017;46;6437,35;BA;Vida;2024-12-08;App;3,5;False
3018;35;4338,97;BA;Auto;2024-07-27;Site;3,5;True
3019;21;2000,0;MG;Vida;2024-09-16;Indicação;2,3;True
3020;48;3269,62;SP;Vida;2024-12-26;App;1,2;True
3021;31;10890,85;MG;Vida;2024-10-30;App;3,8;True
3022;36;11727,47;SP;Auto;2024-01-07;App;3,3;True
3023;45;5724,46;PR;Auto;2024-06-29;App;1,0;False
3024;32;11753,3;SP;Auto;2024-04-04;Site;1,0;False
3025;20;12857,49;SP;Vida;2024-10-17;Site;3,8;False
3026;34;7392,7;PE;Vida;2024-01-21;App;3,6;True
3027;59;4001,27;RJ;Vida;2024-07-06;App;4,2;False
3028;43;9033,89;SC;Ambos;2024-03-16;App;2,7;True
3029;44;9329,06;RS;Vida;2024-09-17;Site;2,5;False
3030;43;10633,46;SP;Vida;2024-07-05;App;5,0;False
3031;27;12158,48;SP;Vida;2024-03-16;App;3,0;True
3032;35;2556,73;SC;Auto;2024-04-30;Site;4,5;True
3033;47;4642,69;PR;Vida;2024-01-10;App;3,2;True
3034;22;2000,0;SP;Vida;2024-02-15;Site;3,2;False
3035;31;11191,36;SP;Auto;2024-06-26;App;4,7;True
3036;30;5718,04;PR;Auto;2024-07-08;Site;4,2;False
3037;36;8969,36;DF;Vida;2024-07-05;Site;4,0;True
3038;66;2361,44;BA;Auto;2024-08-09;Site;3,8;True
3039;21;17688,79;RS;Vida;2024-02-13;Site;4,0;True
3040;38;2875,44;GO;Auto;2024-12-28;App;2,9;True
3041;26;11409,42;SP;Ambos;2024-05-26;Site;3,5;False
3042;64;7205,25;SP;Vida;2024-05-25;App;3,6;True
3043;23;5810,31;SP;Auto;2024-10-08;App;3,5;True
3044;35;5491,12;DF;Auto;2024-09-09;App;3,5;True
3045;47;4244,4;GO;Ambos;2024-01-28;App;2,8;True
3046;45;16426,27;SP;Auto;2024-10-31;App;2,4;True
3047;35;6693,08;MG;Vida;2024-02-01;Site;3,1;True
3048;33;2728,6;SP;Vida;2024-09-03;Site;2,8;True
3049;34;5070,67;SC;Auto;2024-04-12;Site;2,4;False
3050;30;7257,84;RJ;Vida;2024-01-20;Site;4,0;False
3051;27;12437,4;GO;Vida;2024-03-25;App;5,0;False
3052;37;4344,94;SP;Auto;2024-10-28;Site;4,0;True
3053;30;4553,07;PR;Auto;2024-02-27;App;3,1;False
3054;31;6743,96;RJ;Vida;2024-09-28;Site;2,6;True
3055;43;12226,94;SP;Auto;2024-03-16;Redes Sociais;4,1;False
3056;63;2544,96;MG;Auto;2024-05-08;App;3,4;True
3057;41;9449,79;RJ;Auto;2024-06-22;App;3,7;True
3058;21;4794,17;SP;Vida;2024-09-26;Indicação;2,3;True
3059;21;5286,42;RS;Auto;2024-05-21;Redes Sociais;3,7;True
3060;60;26932,88;RS;Ambos;2024-03-23;Indicação;1,4;False
3061;31;5781,81;SP;Vida;2024-10-07;App;3,7;False
3062;22;11251,83;MG;Auto;2024-02-11;App;2,3;True
3063;41;10973,51;PR;Vida;2024-08-24;Indicação;3,8;False
3064;42;2904,4;SP;Vida;2024-01-13;Redes Sociais;2,6;False
3065;43;2000,0;RS;Ambos;2024-11-04;Indicação;4,0;True
3066;30;11786,23;SC;Vida;2024-07-06;Redes Sociais;3,7;False
3067;18;3107,33;BA;Auto;2024-07-30;Redes Sociais;4,3;False
3068;63;2069,52;SP;Vida;2024-03-08;App;4,5;True
3069;30;13606,64;RS;Vida;2024-02-10;App;2,9;True
3070;44;3249,97;SC;Vida;2024-09-18;Indicação;4,5;False
3071;45;3863,15;RJ;Auto;2024-05-03;App;2,3;False
3072;42;26424,88;MG;Auto;2024-10-08;App;4,1;True
3073;32;2075,97;SP;Vida;2024-09-10;App;1,1;False
3074;30;2753,42;SP;Ambos;2024-08-06;App;1,5;True
3075;41;4808,84;MG;Vida;2024-01-22;Redes Sociais;5,0;True
3076;53;5607,28;SP;Auto;2024-06-05;Redes Sociais;3,5;True
3077;59;3548,85;RJ;Vida;2024-04-22;Indicação;1,6;True
3078;23;2948,17;SP;Auto;2024-08-18;Indicação;4,6;True
3079;25;19091,45;SP;Auto;2024-10-22;App;4,0;True
3080;59;7975,19;RJ;Auto;2024-11-17;App;2,1;True
3081;47;9992,78;BA;Auto;2024-10-18;Site;3,6;False
3082;55;6026,62;SP;Auto;2024-04-26;Site;3,9;False
3083;27;8124,33;RS;Vida;2024-08-02;App;2,5;False
3084;41;12746,74;SP;Auto;2024-10-01;Site;2,5;False
3085;45;3303,01;SP;Auto;2024-03-28;Site;1,0;True
3086;44;7985,52;PE;Auto;2024-10-16;Site;2,6;False
3087;35;10799,22;RS;Auto;2024-07-09;Site;1,8;True
3088;18;19562,27;SP;Vida;2024-10-07;App;2,6;True
3089;41;25939,54;RS;Ambos;2024-07-21;Site;3,9;False
3090;30;6966,73;SP;Vida;2024-03-09;Site;4,4;False
3091;36;14721,25;GO;Vida;2024-05-21;App;4,1;True
3092;61;2000,0;SP;Vida;2024-01-21;App;3,5;True
3093;34;19665,05;SC;Auto;2024-10-26;Site;2,5;False
3094;52;3991,34;SP;Auto;2024-06-28;App;2,7;True
3095;27;5603,98;MG;Vida;2024-04-11;Indicação;4,2;True
3096;44;9034,2;GO;Auto;2024-07-26;App;3,3;True
3097;65;5958,6;SP;Vida;2024-05-04;App;1,5;False
3098;22;7612,28;SP;Vida;2024-11-26;Redes Sociais;2,4;False
3099;18;20158,58;MG;Auto;2024-02-17;Site;2,0;True
3100;36;5069,75;SP;Vida;2024-09-10;Site;3,4;True
3101;22;3099,99;PR;Vida;2024-11-29;Indicação;2,5;False
3102;47;23609,98;MG;Vida;2024-07-08;App;4,3;False
3103;57;9592,48;SP;Auto;2024-03-20;Site;3,2;False
3104;36;25477,92;PR;Vida;2024-10-24;Site;3,1;False
3105;30;12143,4;SP;Auto;2024-07-12;App;3,9;False
3106;36;2626,7;GO;Auto;2024-06-04;App;3,8;True
3107;46;10422,99;SP;Vida;2024-05-12;App;4,0;True
3108;18;3331,69;PR;Vida;2024-03-13;App;3,2;True
3109;41;6668,85;SP;Auto;2024-07-27;App;3,2;True
3110;42;6291,78;PR;Auto;2024-04-21;App;2,6;False
3111;43;2138,02;SP;Ambos;2024-02-11;App;2,7;False
3112;29;3755,71;SP;Vida;2024-06-02;Site;3,3;False
3113;46;31058,6;SP;Ambos;2024-04-07;App;4,8;False
3114;22;7838,98;RJ;Vida;2024-11-25;Site;2,1;True
3115;27;5866,91;RJ;Vida;2024-04-13;App;1,7;True
3116;54;23600,5;RJ;Auto;2024-02-27;App;1,7;False
3117;47;5027,28;DF;Auto;2024-05-18;Indicação;3,2;False
3118;18;6222,99;SP;Vida;2024-04-06;Site;3,0;False
3119;30;13273,99;SC;Vida;2024-05-29;Site;1,8;True
3120;28;5011,47;RJ;Vida;2024-02-23;Site;1,8;True
3121;30;3934,09;SP;Vida;2024-04-02;Redes Sociais;3,6;True
3122;30;2000,0;SP;Auto;2024-07-31;App;2,6;False
3123;21;3444,21;RS;Auto;2024-05-19;App;5,0;True
3124;36;3421,32;SP;Ambos;2024-09-28;App;3,3;False
3125;46;7413,05;SC;Auto;2024-02-12;App;2,5;False
3126;42;4327,21;CE;Vida;2024-01-26;App;3,1;False
3127;44;30049,86;SP;Ambos;2024-04-06;Site;2,7;False
3128;21;3164,21;SP;Auto;2024-01-06;App;2,4;False
3129;60;17684,66;SP;Vida;2024-12-31;App;1,1;True
3130;51;7737,45;RJ;Vida;2024-08-13;App;3,6;True
3131;49;11669,59;SP;Vida;2024-01-19;App;4,0;True
3132;50;11183,71;DF;Ambos;2024-10-05;Redes Sociais;5,0;True
3133;58;2000,0;SC;Auto;2024-01-25;App;2,4;True
3134;39;6580,81;CE;Auto;2024-12-14;Site;3,5;True
3135;27;5521,7;RJ;Auto;2024-01-16;Site;3,0;True
3136;42;3001,64;SP;Ambos;2024-09-14;Indicação;3,9;False
3137;47;9152,1;RJ;Vida;2024-04-02;Site;3,5;False
3138;47;22061,26;MG;Ambos;2024-02-27;App;4,5;True
3139;38;2000,0;PR;Vida;2024-08-12;Indicação;2,0;True
3140;21;4563,62;GO;Auto;2024-05-25;App;2,4;True
3141;34;2773,77;RJ;Ambos;2024-06-30;App;3,3;False
3142;57;6976,09;SP;Auto;2024-01-09;Site;3,6;True
3143;41;5282,03;SP;Auto;2024-01-02;Redes Sociais;4,5;True
3144;39;4341,72;RS;Auto;2024-11-06;Site;2,4;True
3145;30;10749,93;MG;Vida;2024-05-12;Redes Sociais;1,0;True
3146;33;20854,54;RJ;Vida;2024-04-23;Indicação;4,6;False
3147;56;42741,39;SP;Vida;2024-09-09;Indicação;2,9;True
3148;44;3953,12;BA;Ambos;2024-10-02;Site;2,5;True
3149;49;2000,0;SC;Auto;2024-05-11;App;3,0;False
3150;36;9812,75;SP;Auto;2024-05-12;Site;3,7;False
3151;42;20482,77;RJ;Vida;2024-01-17;Site;3,4;False
3152;30;11726,22;MG;Auto;2024-01-05;App;2,8;True
3153;45;20423,53;RJ;Vida;2024-02-19;Indicação;2,5;True
3154;35;5665,55;RJ;Vida;2024-07-18;Site;4,3;True
3155;36;4329,89;PR;Vida;2024-08-11;Site;2,7;False
3156;43;7192,58;SP;Ambos;2024-10-07;Site;3,5;False
3157;59;5263,82;RJ;Ambos;2024-01-25;Redes Sociais;4,6;True
3158;21;10553,0;SP;Ambos;2024-05-07;App;4,7;True
3159;50;13079,97;SP;Auto;2024-04-01;App;2,0;True
3160;31;13817,05;RJ;Ambos;2024-09-12;Site;3,5;True
3161;36;9484,51;SP;Auto;2024-10-29;App;1,3;True
3162;19;7879,94;SP;Vida;2024-11-02;Site;3,3;False
3163;31;11569,17;MG;Auto;2024-02-24;App;4,2;False
3164;38;2000,0;DF;Ambos;2024-02-29;Redes Sociais;2,8;True
3165;20;7687,87;RS;Auto;2024-02-08;Site;2,3;True
3166;37;6882,48;SP;Auto;2024-03-18;App;2,3;False
3167;58;7701,39;RJ;Vida;2024-10-17;App;1,5;True
3168;23;6239,55;RJ;Auto;2024-06-24;Site;2,8;True
3169;48;8975,9;SP;Ambos;2024-08-23;App;3,0;False
3170;35;4437,2;SP;Vida;2024-10-18;Redes Sociais;5,0;False
3171;43;14627,61;SP;Auto;2024-02-22;Site;3,8;True
3172;30;9242,38;MG;Vida;2024-05-07;Site;3,7;False
3173;25;7372,26;RS;Ambos;2024-05-12;App;1,0;False
3174;25;4071,38;MG;Auto;2024-03-12;App;4,3;True
3175;21;11739,59;DF;Vida;2024-05-17;App;3,6;True
3176;27;7666,86;SP;Vida;2024-01-02;App;5,0;False
3177;44;3909,49;DF;Ambos;2024-04-04;Site;2,1;False
3178;55;6376,26;RJ;Auto;2024-02-08;Site;1,0;True
3179;50;10304,73;SP;Auto;2024-06-01;Indicação;3,7;True
3180;45;9760,53;PE;Vida;2024-02-03;Site;4,3;False
3181;23;9329,22;RJ;Vida;2024-07-25;Site;4,7;True
3182;31;7078,18;SP;Auto;2024-07-02;App;4,2;False
3183;32;13603,38;SP;Auto;2024-08-21;Site;3,2;True
3184;30;15779,35;SP;Ambos;2024-12-02;Redes Sociais;3,4;False
3185;38;11115,83;DF;Auto;2024-01-22;Site;2,6;True
3186;39;4397,47;SP;Vida;2024-02-02;App;5,0;True
3187;33;3163,25;DF;Auto;2024-07-28;Site;4,6;True
3188;33;4533,47;SP;Auto;2024-03-03;App;2,0;True
3189;51;26044,44;SP;Vida;2024-09-10;Site;4,0;True
3190;49;8080,32;SP;Ambos;2024-04-04;Site;5,0;True
3191;31;29392,93;RJ;Auto;2024-01-12;App;3,1;False
3192;57;6098,88;SP;Vida;2024-11-13;App;3,3;True
3193;60;5534,91;RS;Ambos;2024-09-06;Site;1,7;True
3194;32;6299,09;SP;Ambos;2024-05-07;App;2,6;False
3195;33;6219,71;BA;Ambos;2024-06-12;Indicação;2,8;False
3196;38;3860,08;BA;Ambos;2024-05-13;App;3,6;True
3197;59;2968,48;SP;Vida;2024-06-07;App;4,0;False
3198;54;9423,25;PR;Ambos;2024-12-21;App;3,1;True
3199;22;13883,14;BA;Auto;2024-11-25;Indicação;3,3;False
3200;34;36735,06;MG;Auto;2024-07-09;App;3,9;False
3201;39;4897,11;RJ;Ambos;2024-06-14;Site;3,1;True
3202;38;5183,01;RJ;Vida;2024-01-26;Site;3,2;False
3203;27;3866,63;SC;Ambos;2024-01-16;Indicação;3,7;False
3204;53;14588,8;SP;Auto;2024-08-20;Redes Sociais;3,7;False
3205;44;11736,88;SP;Auto;2024-01-24;App;5,0;True
3206;51;3590,86;SP;Auto;2024-03-13;Site;1,0;True
3207;53;3527,91;RJ;Auto;2024-10-05;Site;3,5;True
3208;47;12922,95;SP;Auto;2024-11-18;App;1,0;False
3209;36;8675,32;SP;Ambos;2024-02-01;App;3,3;False
3210;42;11280,97;RJ;Vida;2024-07-20;App;2,7;True
3211;25;3576,22;SP;Ambos;2024-02-16;App;1,0;True
3212;44;2000,0;SP;Auto;2024-06-11;Indicação;4,3;True
3213;26;3595,81;MG;Ambos;2024-08-01;Site;3,7;False
3214;45;10736,85;BA;Vida;2024-01-25;App;4,6;True
3215;29;29078,1;SP;Auto;2024-07-05;Site;1,0;True
3216;23;4911,7;SP;Auto;2024-12-15;App;2,6;False
3217;26;32633,65;SP;Auto;2024-08-10;App;4,2;True
3218;18;11859,37;BA;Vida;2024-09-20;Redes Sociais;2,5;True
3219;46;2502,08;MG;Ambos;2024-12-22;Site;1,9;True
3220;46;7706,53;SP;Ambos;2024-09-11;App;3,5;False
3221;38;12146,33;PR;Auto;2024-08-16;Redes Sociais;3,7;True
3222;25;2000,0;SP;Auto;2024-12-18;Redes Sociais;1,8;False
3223;22;10416,18;SP;Auto;2024-04-05;App;3,6;True
3224;18;15076,69;SP;Vida;2024-08-22;App;2,3;True
3225;26;8771,01;SP;Auto;2024-05-04;Redes Sociais;5,0;True
3226;55;6353,72;MG;Ambos;2024-09-10;Indicação;1,9;True
3227;29;5877,88;RJ;Vida;2024-11-25;App;1,7;False
3228;33;5642,45;PR;Auto;2024-12-29;App;4,3;True
3229;23;2912,64;MG;Auto;2024-02-10;Site;2,6;False
3230;28;4099,96;RJ;Vida;2024-11-08;Indicação;5,0;False
3231;38;4956,15;MG;Auto;2024-08-05;App;5,0;True
3232;42;7182,81;RJ;Ambos;2024-07-23;Site;4,1;False
3233;29;4492,79;SP;Auto;2024-07-08;App;3,1;False
3234;20;3610,53;RS;Auto;2024-11-24;App;3,0;False
3235;34;11291,88;CE;Auto;2024-08-12;Site;2,5;False
3236;29;8599,25;RJ;Vida;2024-12-16;Redes Sociais;3,4;True
3237;28;4548,44;RJ;Vida;2024-05-19;Site;5,0;True
3238;62;9455,91;SP;Vida;2024-02-25;Site;3,5;False
3239;42;4830,91;GO;Vida;2024-07-04;Site;4,6;True
3240;40;6933,68;PE;Auto;2024-05-30;App;3,0;False
3241;35;13128,37;SC;Auto;2024-08-04;Site;4,5;False
3242;35;4347,61;SP;Vida;2024-06-09;App;4,0;False
3243;39;2919,92;GO;Auto;2024-02-10;Site;3,8;False
3244;45;5993,35;SP;Auto;2024-08-23;Site;5,0;True
3245;45;2554,4;RJ;Vida;2024-05-07;App;4,2;False
3246;26;5463,18;MG;Vida;2024-04-29;Site;2,8;True
3247;38;5451,0;BA;Vida;2024-11-13;Indicação;2,6;False
3248;35;2000,0;PR;Auto;2024-02-27;App;3,7;True
3249;54;9618,51;SC;Vida;2024-01-04;Indicação;2,6;True
3250;42;5837,85;BA;Auto;2024-09-25;Site;2,5;False
3251;39;15173,83;RJ;Vida;2024-01-31;Site;4,7;False
3252;23;7714,62;SC;Vida;2024-10-04;Indicação;3,2;True
3253;41;11102,5;SP;Ambos;2024-12-31;App;2,2;True
3254;23;15260,56;RJ;Vida;2024-04-10;App;1,0;True
3255;32;6049,91;SP;Auto;2024-09-04;Site;5,0;False
3256;24;6630,42;GO;Vida;2024-07-04;App;2,7;True
3257;45;2205,08;CE;Auto;2024-10-12;Site;2,9;True
3258;28;15798,6;SP;Vida;2024-09-04;Indicação;2,7;True
3259;34;5990,99;MG;Auto;2024-10-16;App;2,8;False
3260;56;3281,28;SP;Auto;2024-12-16;Site;3,4;True
3261;27;11134,52;SP;Auto;2024-05-13;App;4,9;False
3262;38;2000,0;RJ;Auto;2024-04-28;Site;3,3;True
3263;35;4912,35;SP;Vida;2024-12-11;Redes Sociais;2,3;True
3264;18;12529,21;SP;Auto;2024-10-27;App;1,8;False
3265;49;4883,39;MG;Vida;2024-03-17;App;1,7;True
3266;21;4013,64;SP;Vida;2024-04-02;Site;2,2;True
3267;37;4957,67;MG;Vida;2024-02-19;App;4,8;True
3268;40;2000,0;SP;Auto;2024-09-12;App;4,0;True
3269;42;10947,16;BA;Auto;2024-06-02;Site;4,2;True
3270;45;6087,42;MG;Auto;2024-02-08;App;5,0;True
3271;30;5482,81;PR;Ambos;2024-08-01;Site;2,2;True
3272;18;5496,86;SP;Auto;2024-11-03;App;2,7;False
3273;46;6699,95;SP;Auto;2024-01-04;Indicação;2,5;False
3274;39;10481,91;ES;Ambos;2024-06-11;Site;2,7;True
3275;51;6396,82;RJ;Vida;2024-01-05;Site;3,0;False
3276;50;2557,68;RJ;Vida;2024-06-04;Indicação;3,0;True
3277;52;9925,49;BA;Auto;2024-01-21;Site;5,0;True
3278;37;9405,02;SP;Auto;2024-03-13;App;3,1;True
3279;32;7660,78;MG;Vida;2024-05-17;Indicação;1,8;True
3280;49;14082,23;SP;Vida;2024-07-01;Site;3,1;True
3281;36;6776,83;RJ;Vida;2024-08-19;Indicação;2,8;True
3282;26;14442,97;SP;Auto;2024-02-09;Site;3,3;True
3283;53;17766,11;SP;Auto;2024-04-16;App;3,3;False
3284;55;9972,82;RJ;Vida;2024-05-12;App;4,1;True
3285;37;3930,2;SC;Auto;2024-11-24;App;2,4;True
3286;21;6053,85;CE;Auto;2024-07-27;App;3,5;False
3287;34;15791,06;RS;Vida;2024-10-15;App;2,7;True
3288;49;2325,43;RJ;Ambos;2024-03-21;Site;5,0;False
3289;56;5042,37;PR;Auto;2024-03-31;App;2,7;True
3290;27;5218,29;MG;Vida;2024-08-25;Indicação;4,4;True
3291;21;3620,45;RJ;Vida;2024-07-24;Site;3,5;False
3292;54;12222,27;SP;Ambos;2024-03-21;App;1,7;False
3293;34;8636,65;SC;Vida;2024-09-16;Indicação;2,3;True
3294;39;4032,97;MG;Vida;2024-12-26;App;3,8;True
3295;63;10136,1;CE;Vida;2024-07-17;Site;3,0;True
3296;21;5937,89;SC;Vida;2024-02-06;App;2,9;False
3297;43;3557,68;RJ;Vida;2024-11-29;Site;2,9;False
3298;21;4027,73;PR;Auto;2024-04-25;Site;1,0;True
3299;34;9002,3;RJ;Auto;2024-09-03;Indicação;1,6;False
3300;49;12801,36;SP;Auto;2024-12-19;App;4,3;False
3301;36;4718,58;MG;Vida;2024-08-17;Indicação;1,9;False
3302;69;9711,92;BA;Vida;2024-02-08;App;3,1;True
3303;40;20074,95;BA;Ambos;2024-07-08;App;3,7;False
3304;32;2748,45;MG;Vida;2024-05-27;Redes Sociais;3,3;False
3305;28;8509,76;RJ;Ambos;2024-12-16;Site;4,5;False
3306;33;11866,31;SP;Auto;2024-08-25;Site;1,0;True
3307;34;6206,77;SP;Auto;2024-07-05;Redes Sociais;3,8;True
3308;21;15784,73;DF;Vida;2024-02-13;Redes Sociais;3,7;False
3309;33;30920,85;PR;Auto;2024-08-04;App;4,1;True
3310;37;8436,72;PR;Ambos;2024-04-28;Site;3,1;True
3311;46;5633,51;PR;Vida;2024-07-04;Site;1,9;True
3312;43;13146,2;RS;Vida;2024-08-29;App;4,8;True
3313;45;11961,5;MG;Auto;2024-02-21;Site;4,1;False
3314;18;2000,0;RJ;Auto;2024-10-01;App;3,7;True
3315;28;6621,55;RJ;Auto;2024-05-02;App;4,5;False
3316;44;5033,04;BA;Auto;2024-04-12;Redes Sociais;4,3;True
3317;37;8757,75;RJ;Auto;2024-05-18;App;4,1;True
3318;18;5793,19;BA;Vida;2024-02-09;Site;3,0;True
3319;49;6250,25;BA;Vida;2024-02-05;Site;3,7;False
3320;48;3625,51;SC;Auto;2024-12-08;Site;2,7;False
3321;39;11094,12;SP;Auto;2024-07-01;Site;1,6;False
3322;21;21131,7;SP;Auto;2024-02-13;App;4,3;True
3323;48;3665,17;SP;Ambos;2024-08-17;Indicação;5,0;False
3324;41;2495,04;BA;Vida;2024-06-21;App;2,0;True
3325;48;6727,79;BA;Auto;2024-08-17;Redes Sociais;1,0;False
3326;47;6502,49;SP;Ambos;2024-07-09;App;1,9;True
3327;49;15057,82;SP;Auto;2024-08-06;App;3,8;True
3328;38;2806,14;BA;Vida;2024-09-14;App;3,4;True
3329;24;4552,5;SP;Ambos;2024-05-13;Redes Sociais;4,0;False
3330;44;2000,0;DF;Auto;2024-08-14;Site;3,1;True
3331;42;17369,8;RJ;Auto;2024-11-24;Site;5,0;True
3332;47;7906,03;PE;Auto;2024-10-02;Indicação;3,1;True
3333;26;4796,29;RJ;Auto;2024-12-18;Site;4,1;True
3334;27;2629,13;SP;Vida;2024-06-23;App;2,9;True
3335;55;2803,62;RJ;Ambos;2024-12-14;App;1,7;False
3336;47;8866,07;GO;Ambos;2024-01-27;App;3,4;True
3337;57;3055,82;SP;Vida;2024-01-01;Indicação;1,4;False
3338;47;7135,26;RS;Auto;2024-03-05;Indicação;2,8;False
3339;41;27724,21;RJ;Auto;2024-04-13;Indicação;2,4;False
3340;43;5201,43;PE;Vida;2024-07-04;Redes Sociais;2,2;True
3341;55;3384,59;SP;Ambos;2024-08-05;Indicação;3,0;False
3342;40;8668,1;RJ;Vida;2024-07-16;App;3,6;True
3343;43;2812,83;SP;Vida;2024-04-27;App;2,7;True
3344;25;22114,51;MG;Auto;2024-09-21;Indicação;2,5;True
3345;37;17721,5;RJ;Vida;2024-04-29;Site;3,4;True
3346;46;5914,01;SP;Auto;2024-07-01;App;2,5;True
3347;30;3540,05;BA;Ambos;2024-06-12;App;1,8;False
3348;27;4924,42;RJ;Auto;2024-05-17;Indicação;3,2;True
3349;32;5393,95;RJ;Vida;2024-06-07;Indicação;5,0;True
3350;29;8677,57;RJ;Vida;2024-03-24;Site;2,2;True
3351;28;13735,55;RJ;Ambos;2024-10-13;Redes Sociais;5,0;True
3352;35;3211,33;SP;Auto;2024-08-26;App;1,8;True
3353;57;13462,14;SC;Auto;2024-09-21;App;2,6;True
3354;38;10222,84;SP;Vida;2024-04-26;App;2,8;False
3355;27;4649,65;PR;Ambos;2024-12-26;App;2,3;True
3356;21;3100,45;SP;Auto;2024-09-16;App;2,3;False
3357;45;7196,59;MG;Auto;2024-06-21;Site;2,8;True
3358;34;3159,88;GO;Auto;2024-04-22;Indicação;2,2;False
3359;50;13583,03;RJ;Auto;2024-12-12;App;2,3;True
3360;44;3020,82;SP;Vida;2024-08-21;Site;4,8;False
3361;49;9734,14;SP;Ambos;2024-06-29;App;3,8;True
3362;30;6270,23;BA;Vida;2024-03-18;App;3,8;True
3363;45;4480,83;SP;Vida;2024-06-16;Indicação;3,9;False
3364;30;6173,48;DF;Vida;2024-11-09;Site;4,5;True
3365;59;14129,05;SP;Vida;2024-07-28;App;2,1;False
3366;43;2879,64;RJ;Auto;2024-06-05;App;3,6;False
3367;32;4971,57;RJ;Vida;2024-10-10;Site;2,8;False
3368;30;3919,74;SP;Vida;2024-06-24;App;1,5;True
3369;27;6457,31;MG;Ambos;2024-05-05;App;5,0;True
3370;45;4108,13;RS;Ambos;2024-02-21;App;1,8;True
3371;28;2000,0;PR;Vida;2024-08-29;Site;2,3;True
3372;41;3169,74;MG;Vida;2024-11-19;Indicação;2,3;False
3373;30;20877,53;SC;Vida;2024-10-18;App;3,6;False
3374;44;7884,94;PR;Ambos;2024-05-31;App;2,5;False
3375;50;7697,52;SP;Vida;2024-05-01;App;3,0;True
3376;48;5443,47;RJ;Auto;2024-09-11;App;2,6;True
3377;48;6398,78;SP;Vida;2024-02-26;Site;4,1;True
3378;27;4910,5;SP;Auto;2024-09-15;Indicação;3,2;True
3379;22;9593,59;PR;Auto;2024-10-27;App;3,8;True
3380;45;7119,31;MG;Vida;2024-10-01;Site;2,7;True
3381;33;2922,26;MG;Vida;2024-05-16;Indicação;3,3;False
3382;36;7923,65;PR;Auto;2024-09-06;Site;3,4;False
3383;19;2000,0;SP;Vida;2024-05-29;Redes Sociais;2,6;True
3384;30;8863,54;RJ;Vida;2024-07-01;Indicação;4,0;True
3385;19;2473,65;MG;Vida;2024-04-29;Redes Sociais;4,4;True
3386;54;6202,83;SP;Auto;2024-06-13;Site;3,4;True
3387;29;2874,86;BA;Auto;2024-01-27;App;3,6;False
3388;40;6647,37;SP;Vida;2024-06-11;Indicação;2,2;False
